property_id,property_id,abstract_time,total_time,size
18,18,3.143533945,12.57178831,240
19,19,2.023286581,9.008888483,197
property_id,property_id,abstract_time,total_time,size
0,0,2.836430788,19.1082921,231
1,1,7.125557423,12.08989692,199
2,2,5.429695129,68.22352147,243
3,3,0,1.056201696,310
4,4,2.57160759,5.662753582,235
5,5,3.113553762,26.05154991,204
6,6,5.135481119,13.84008884,245
7,7,4.541172266,18.60927248,238
8,8,3.369897366,6.414362669,207
9,9,3.465379715,7.554873705,188
10,10,7.226336241,13.32877231,200
11,11,4.250808001,15.0753665,237
12,12,2.593613625,10.75261045,227
13,13,7.069203854,16.98126006,208
14,14,2.723536968,86.31021452,218
15,15,4.844551325,25.77898145,242
16,16,4.631936073,45.16848898,245
17,17,4.154891968,13.77311945,272
18,18,3.901818037,10.34260702,244
19,19,,3600,
property_id,property_id,abstract_time,total_time,size
0,0,2.525618076,22.27065301,230
1,1,2.507429123,40.1712234,218
2,2,2.750625134,8.52623868,237
3,3,2.146417141,11.16457319,193
4,4,2.185043812,14.82505035,227
5,5,3.65916872,105.2745235,239
6,6,2.68448925,10.6498487,249
7,7,2.827534914,12.53056502,219
8,8,2.346548557,8.287436485,203
9,9,2.167291164,12.04025078,215
10,10,2.150761366,16.61137629,210
11,11,2.3817451,8.856601477,240
12,12,3.712542295,12.60396647,230
13,13,2.655599117,4.309155464,211
14,14,2.301121712,11.39440703,211
15,15,2.600463867,5.913156271,225
16,16,2.400354862,10.59047389,244
17,17,2.38384676,11.11178637,214
18,18,2.959797382,15.6029954,242
19,19,2.215073347,3.665176153,147
property_id,property_id,abstract_time,total_time,size
0,0,7.840305805,122.0797911,221
1,1,0,0.604461193,310
2,2,4.483695745,30.0671165,217
3,3,2.65197587,5.554118156,242
4,4,5.995821714,65.98386526,228
5,5,2.4444139,6.363371134,183
6,6,,3600,
7,7,3.703949451,176.0998473,219
8,8,7.161693811,8.555834055,189
9,9,2.0493536,3.288099527,151
10,10,4.035275459,33.05582142,204
11,11,5.042541504,242.8873963,220
12,12,4.175373554,10.49220538,198
13,13,3.240314484,10.96510696,204
14,14,3.186084032,16.80089021,266
15,15,3.832899332,266.3096926,241
16,16,3.545149326,101.2421997,220
17,17,0,0.710063696,310
18,18,6.240125418,31.63903141,200
19,19,4.098897696,98.90053105,221
property_id,property_id,abstract_time,total_time,size
0,0,5.934035301,435.9503508,232
1,1,2.648347616,7.209818125,184
2,2,6.3553617,80.29249144,230
3,3,7.210674286,344.3355532,357
4,4,8.455868959,32.32465291,236
5,5,5.698137045,871.1404784,243
6,6,3.64423728,158.3679535,247
7,7,,3600,
8,8,1.996403933,5.215363264,159
9,9,3.941083431,69.43190527,220
10,10,,3600,
11,11,3.942905664,228.8406522,224
12,12,6.654443741,93.58559728,228
13,13,3.833394766,73.44710779,306
14,14,4.999752998,32.2137742,218
15,15,4.681427002,142.7744615,222
16,16,,3600,
17,17,6.373884916,176.5672967,351
18,18,4.573103428,866.0148809,225
19,19,3.682207108,37.59516549,227
property_id,property_id,abstract_time,total_time,size
0,0,3.055130959,918.0744188,217
1,1,3.860261917,34.82327509,213
2,2,3.567225456,205.1708777,221
3,3,2.449075699,4.232905865,197
4,4,2.763074875,29.08931494,220
5,5,2.955153942,13.80949235,222
6,6,,3600,
7,7,3.350940228,228.6818588,235
8,8,2.782987595,3.222301483,191
9,9,3.143365145,10.25800967,210
10,10,6.075669527,13.77944994,192
11,11,2.519937515,252.3431842,223
12,12,2.766859293,11.27076149,173
13,13,3.310460329,41.40369368,210
14,14,2.911899805,9.826050997,206
15,15,3.321201324,65.46472931,227
16,16,2.596706152,811.3847041,227
17,17,2.583052874,3.970247984,192
18,18,3.223564386,78.86958337,222
19,19,3.023622036,11.73544836,222
property_id,property_id,abstract_time,total_time,size
0,0,4.550334215,67.53900313,210
1,1,2.678143263,20.82255673,187
2,2,5.803029776,105.6530757,213
3,3,4.569508553,26.83714366,215
4,4,2.027361155,13.7301743,153
5,5,3.551140547,69.65858316,211
6,6,3.256788015,88.77604175,239
7,7,3.108997107,1828.031216,232
8,8,3.407373905,299.5224955,223
9,9,4.036395788,18.6475625,210
10,10,4.463724852,16.69008946,222
11,11,2.583138466,143.4339752,207
12,12,2.3223598,18.76376677,191
13,13,2.124355316,23.61195064,180
14,14,4.871696234,56.49024034,226
15,15,3.946213007,191.8817496,212
16,16,2.892019987,541.1334374,232
17,17,2.976842642,10.79671383,175
18,18,3.211880922,25.62197089,194
19,19,2.958446264,25.66321898,208
property_id,property_id,abstract_time,total_time,size
0,0,,3600,
1,1,5.27069211,52.92034459,209
2,2,2.502662897,211.511302,222
3,3,2.123058081,9.75813365,188
4,4,4.111977339,23.21038938,209
5,5,2.196685791,152.9114914,212
6,6,,3600,
7,7,2.635514021,746.3196473,238
8,8,1.874980211,13.75673699,164
9,9,2.421240807,3.866105318,184
10,10,2.984057903,17.15304899,203
11,11,2.661689758,354.2540681,220
12,12,2.839635849,13.15121388,191
13,13,3.751460552,53.42991042,195
14,14,3.946212769,16.58823442,212
15,15,2.78759408,116.5593395,224
16,16,2.298933744,480.0151074,212
17,17,2.121774912,17.27198291,187
18,18,2.54752183,16.08850098,185
19,19,2.871898413,30.61371183,215
property_id,property_id,abstract_time,total_time,size
0,0,4.305615902,40.58674097,234
1,1,5.041511297,8.111733198,234
2,2,4.802972555,18.87072253,236
3,3,3.240771532,12.24172449,222
4,4,2.774916649,4.052960396,177
5,5,3.266029119,58.94623017,231
6,6,0,2.149895668,459
7,7,2.470312357,8.174896955,247
8,8,2.579533815,3.738204479,199
9,9,2.454863071,14.2010076,243
10,10,4.068655491,37.86456633,223
11,11,3.499170303,15.89403892,241
12,12,4.71776104,10.22770262,237
13,13,3.63226819,8.018554926,246
14,14,2.56752038,11.01564693,216
15,15,2.445706129,5.094592094,179
16,16,2.964570284,10.50459599,247
17,17,2.706517935,36.64126396,188
18,18,4.320936441,9.823489189,223
19,19,4.442975998,13.88268685,225
property_id,property_id,abstract_time,total_time,size
0,0,3.547105789,19.27512789,250
1,1,3.277647257,8.463023424,220
2,2,5.059151649,18.68470669,247
3,3,3.522068977,4.035977125,215
4,4,5.208695412,9.10590148,239
5,5,3.511673689,58.06481409,238
6,6,0,2.057294607,465
7,7,3.682921171,28.21023607,248
8,8,2.081095457,10.80897164,188
9,9,4.860845327,11.11257696,238
10,10,3.289659023,16.69140792,247
11,11,2.872941256,7.541108847,236
12,12,4.461464643,14.05589962,237
13,13,3.001857519,5.281951189,231
14,14,3.208294153,5.815098047,217
15,15,2.338530302,14.44970751,217
16,16,3.240274668,11.54714942,258
17,17,3.160526991,10.44777369,234
18,18,3.464115381,10.1336267,257
19,19,2.458342552,5.817107439,229
property_id,property_id,abstract_time,total_time,size
0,0,5.196431875,11.06273007,232
1,1,4.493002415,17.50928617,227
2,2,3.791172743,373.5889339,231
3,3,3.539093494,5.960339546,224
4,4,3.334779263,19.06671524,207
5,5,3.299193859,27.32519817,231
6,6,3.325227499,9.640242577,239
7,7,4.641098738,9.187063456,239
8,8,2.59470129,4.415965319,218
9,9,2.591218472,5.122039557,220
10,10,2.833986044,23.75564408,216
11,11,4.748853922,16.18431425,252
12,12,2.721344709,16.40136695,232
13,13,3.042019367,18.24951625,215
14,14,4.433400154,11.08342576,211
15,15,2.46506238,15.71128845,211
16,16,3.374396086,8.471949339,240
17,17,3.69760561,13.69724226,219
18,18,3.081242085,349.2353556,228
19,19,2.641545773,9.390324831,191
property_id,property_id,abstract_time,total_time,size
0,0,3.059237719,7.122908831,222
1,1,1.99246645,12.64199972,175
2,2,3.596046686,6.15315032,216
3,3,1.807914972,3.039618969,194
4,4,2.173492193,9.758187056,184
5,5,2.743317127,5.182503939,221
6,6,3.673555613,8.614156723,231
7,7,2.504472494,4.078960896,203
8,8,2.081789732,5.056963444,174
9,9,2.109804392,4.815641165,198
10,10,3.476358414,21.45826316,206
11,11,2.497741461,68.57784128,215
12,12,2.088175058,9.995228291,185
13,13,2.642810822,4.759823561,208
14,14,3.638700724,100.9865916,201
15,15,3.156694174,10.18500519,197
16,16,4.787017345,13.73964405,240
17,17,1.914549828,5.896880865,181
18,18,2.979151726,12.7149744,214
19,19,2.707511663,11.38843274,186
property_id,property_id,abstract_time,total_time,size
0,0,3.072748661,159.2441487,204
1,1,2.536112547,17.63822293,190
2,2,3.810372114,175.141948,216
3,3,3.045112848,24.54832101,197
4,4,2.754445553,1025.420497,235
5,5,3.774104595,155.9748838,228
6,6,2.510234594,6.193871975,242
7,7,2.948687077,1285.433929,243
8,8,2.502471209,28.65868783,197
9,9,1.811564207,3.828341246,180
10,10,2.247452021,6.707902193,179
11,11,3.492448092,482.9357328,230
12,12,4.398272276,81.39540911,213
13,13,2.615167141,175.3658247,213
14,14,2.297366858,19.85770488,186
15,15,2.989320755,58.86698651,207
16,16,2.907359362,993.1397803,235
17,17,1.882590532,2.941363573,142
18,18,3.435379267,22.35914946,210
19,19,2.649359226,347.7250655,240
property_id,property_id,abstract_time,total_time,size
0,0,3.385535002,275.2641726,214
1,1,4.591083288,251.8217154,228
2,2,2.211271763,54.63161421,181
3,3,1.946807623,13.87718892,162
4,4,2.812939167,126.0878775,239
5,5,2.15311408,47.97942209,224
6,6,2.662624836,220.0011837,244
7,7,3.387057066,412.9127455,245
8,8,2.25731349,26.83166933,231
9,9,2.351779699,26.97444963,221
10,10,2.427197218,36.23618555,219
11,11,2.677507401,598.1563058,233
12,12,3.582183599,71.56229758,222
13,13,2.498566151,63.38849473,213
14,14,2.783808947,52.83964324,219
15,15,2.791999102,77.87167573,227
16,16,2.666019917,989.576273,240
17,17,2.622560501,32.41721344,194
18,18,2.118809938,683.3427634,228
19,19,2.581884384,49.73740005,226
property_id,property_id,abstract_time,total_time,size
0,0,3.383591175,141.3630729,219
1,1,3.409587145,51.47096133,211
2,2,5.142111301,22.41647291,215
3,3,2.545960426,7.64758873,191
4,4,3.498476505,90.75831175,216
5,5,3.115832329,68.43497729,214
6,6,4.843479633,207.6740487,250
7,7,3.572078466,481.2592278,234
8,8,3.465503931,12.02935958,218
9,9,2.890555859,25.38826203,232
10,10,4.030487537,34.18628168,214
11,11,3.395430565,73.82347345,218
12,12,3.962977886,67.85209465,210
13,13,1.902824402,2.159421921,124
14,14,1.710451365,8.638240099,160
15,15,3.690487862,303.7939637,242
16,16,3.464942932,166.0467439,231
17,17,4.003120184,15.63555503,200
18,18,3.811251163,20.5404799,200
19,19,4.228919268,142.887655,235
property_id,property_id,abstract_time,total_time,size
0,0,4.011236668,401.2474363,220
1,1,3.146057606,41.89635134,212
2,2,4.527665615,154.9201703,228
3,3,4.469762802,10.03941703,205
4,4,3.655711412,42.65724587,224
5,5,3.113999844,36.25686741,209
6,6,0,1.98869586,445
7,7,5.671102524,15.84048867,248
8,8,1.626824141,2.652130842,159
9,9,2.918406248,75.00230908,198
10,10,5.514284611,43.84252357,206
11,11,4.074487209,481.2117767,220
12,12,1.965040922,20.18577337,177
13,13,2.603243113,19.77250767,204
14,14,4.294018269,21.92264748,208
15,15,2.109134912,11.71506214,177
16,16,3.250545502,619.357609,224
17,17,2.694796801,9.931120634,198
18,18,2.871967554,91.41888022,202
19,19,3.52846694,141.1758265,213
property_id,property_id,abstract_time,total_time,size
0,0,3.107414007,8.562398195,241
1,1,2.721354246,5.186532736,216
2,2,3.456605673,104.6820042,233
3,3,3.166770697,16.91376567,229
4,4,4.907318354,9.455104113,247
5,5,2.776759624,115.9961855,218
6,6,0,2.234214544,494
7,7,3.747427464,19.27597427,253
8,8,3.502532482,9.09543705,243
9,9,3.235815287,6.449623823,232
10,10,4.077266216,80.79133797,235
11,11,3.079744101,528.3090849,223
12,12,2.779207706,26.67771363,224
13,13,2.592269659,6.513159752,230
14,14,3.843213558,6.528274298,231
15,15,3.323566914,21.41962337,241
16,16,4.122899055,14.34535408,254
17,17,2.536565781,17.54742956,207
18,18,2.37925005,23.22156024,205
19,19,2.525521517,40.05365896,216
property_id,property_id,abstract_time,total_time,size
0,0,3.085490465,869.9042258,240
1,1,3.530112505,135.4706876,242
2,2,2.888637304,136.8269243,235
3,3,2.715210915,15.93700242,213
4,4,3.238004923,86.67387438,233
5,5,2.718533278,351.5385482,235
6,6,0,2.17300415,462
7,7,2.6123631,623.3670809,237
8,8,2.882563114,27.95899439,236
9,9,2.590655565,47.50285029,237
10,10,2.977006912,21.49693871,237
11,11,3.21235323,321.8423152,254
12,12,3.225813627,134.4952443,234
13,13,2.850075006,17.89242744,206
14,14,3.58610487,60.91292143,233
15,15,2.786023855,21.29385161,225
16,16,3.198759079,862.6816449,243
17,17,2.212760448,16.75607514,213
18,18,2.592028618,1800.651858,245
19,19,2.333451509,119.3959913,228
property_id,property_id,abstract_time,total_time,size
0,0,2.684385061,349.2043462,220
1,1,4.029674768,18.12109017,218
2,2,3.761345863,7.34064579,235
3,3,2.8258636,28.15422034,190
4,4,2.989727974,36.81145692,226
5,5,2.794812441,101.2113142,209
6,6,0,1.98617816,467
7,7,2.783668995,8.028687716,239
8,8,3.054126263,59.07051921,206
9,9,4.083815098,20.76378083,232
10,10,2.43461895,25.90262198,198
11,11,4.052019835,8.955986023,225
12,12,3.052495003,11.79966807,224
13,13,3.34580946,17.4178915,208
14,14,2.26002574,12.73208094,188
15,15,2.969774008,8.595372677,216
16,16,3.834353447,11.66053867,241
17,17,2.086327314,13.33405256,186
18,18,3.679262161,7.960658789,236
19,19,3.351965189,6.295042038,209
property_id,property_id,abstract_time,total_time,size
0,0,4.739561319,9.900223732,238
1,1,4.557748556,5.321393967,222
2,2,4.064711094,6.822072983,227
3,3,2.382457018,21.89530253,171
4,4,3.667948246,6.295605898,226
5,5,3.268691063,29.74219751,214
6,6,0,2.04335928,450
7,7,3.893309593,7.814325333,232
8,8,2.136067867,4.244699717,145
9,9,4.392511129,10.8043406,230
10,10,3.087185621,6.503722429,226
11,11,5.052651644,9.089675426,246
12,12,4.503065586,9.697561502,232
13,13,2.256944895,20.20013547,185
14,14,2.431185007,11.03463674,188
15,15,4.037416458,10.90456462,231
16,16,3.736706734,13.34143376,229
17,17,4.091948748,6.937306404,210
18,18,3.747960091,7.768539906,231
19,19,2.776100636,3.193021297,196
property_id,property_id,abstract_time,total_time,size
0,0,2.915297747,12.56115294,246
1,1,4.202652216,36.7346971,228
2,2,3.400063992,45.04339218,231
3,3,3.294591427,20.49276161,216
4,4,3.332921505,84.78199363,232
5,5,3.457029581,6.808726788,217
6,6,0,1.999364614,447
7,7,3.266078711,8.842009544,235
8,8,3.082219601,5.563569069,211
9,9,2.560531378,12.64424944,222
10,10,3.635554075,26.27124119,242
11,11,3.837175846,29.05650663,255
12,12,4.315076828,8.932443142,231
13,13,2.555931568,11.7470727,222
14,14,3.165522814,168.2005188,219
15,15,3.14068222,52.63881159,248
16,16,3.019773722,58.22393656,252
17,17,2.798241615,10.79715896,214
18,18,2.351861,16.75114012,233
19,19,2.256261587,44.78444862,214
property_id,property_id,abstract_time,total_time,size
0,0,5.531739473,399.6768322,222
1,1,1.789592505,14.55743217,162
2,2,4.268387318,331.042218,218
3,3,2.959182978,15.56629062,208
4,4,3.392626524,153.4544992,228
5,5,3.333384037,122.2223997,225
6,6,,3600,
7,7,4.361549139,632.76438,228
8,8,4.241279364,58.54280519,227
9,9,2.622402191,34.20800376,185
10,10,2.287822723,87.16161847,182
11,11,4.206967354,373.4203475,245
12,12,2.838062048,34.31968212,196
13,13,2.974202156,133.8222115,200
14,14,2.478093386,13.9011395,199
15,15,4.358373165,143.5710096,249
16,16,3.491910458,622.8750134,231
17,17,2.507907391,13.3434279,196
18,18,3.637994528,1134.167508,223
19,19,2.722979784,25.57833743,211
property_id,property_id,abstract_time,total_time,size
0,0,0,1.822716951,394
1,1,0,1.919205427,344
2,2,0,1.728817463,400
3,3,0,1.574187756,348
4,4,0,1.65949893,329
5,5,0,1.674944639,415
6,6,0,2.085091114,469
7,7,0,1.979842424,455
8,8,0,1.582946301,313
9,9,0,1.71513319,419
